"","date","stream","m","mean_temp","month","year","trt_yr","decomp_month"
"327",2018-05-24,"c55","39",14.6648333333333,5,2018,"WTF",6
"328",2018-05-24,"c55","58",14.8209895833333,5,2018,"WTF",6
"329",2018-05-24,"c55","82",14.67603125,5,2018,"WTF",6
"330",2018-05-24,"towr","0",15.37653125,5,2018,"WTF",6
"331",2018-05-24,"towr","118",14.8994375,5,2018,"WTF",6
"332",2018-05-24,"towr","19",15.45184375,5,2018,"WTF",6
"333",2018-05-24,"towr","37",15.2762291666667,5,2018,"WTF",6
"334",2018-05-24,"towr","59",15.0960729166667,5,2018,"WTF",6
"335",2018-05-24,"towr","83",14.9631875,5,2018,"WTF",6
"336",2018-05-24,"towr","99",14.991875,5,2018,"WTF",6
"337",2018-05-25,"c55","0",15.0763125,5,2018,"WTF",6
"338",2018-05-25,"c55","100",14.9064791666667,5,2018,"WTF",6
"339",2018-05-25,"c55","118",14.7741666666667,5,2018,"WTF",6
"340",2018-05-25,"c55","21",14.8971979166667,5,2018,"WTF",6
"341",2018-05-25,"c55","39",14.7111354166667,5,2018,"WTF",6
"342",2018-05-25,"c55","58",14.8576979166667,5,2018,"WTF",6
"343",2018-05-25,"c55","82",14.723625,5,2018,"WTF",6
"344",2018-05-25,"towr","0",15.4623854166667,5,2018,"WTF",6
"345",2018-05-25,"towr","118",14.9805625,5,2018,"WTF",6
"346",2018-05-25,"towr","19",15.5223854166667,5,2018,"WTF",6
"347",2018-05-25,"towr","37",15.3500520833333,5,2018,"WTF",6
"348",2018-05-25,"towr","59",15.1678645833333,5,2018,"WTF",6
"349",2018-05-25,"towr","83",15.0477083333333,5,2018,"WTF",6
"350",2018-05-25,"towr","99",15.0599375,5,2018,"WTF",6
"351",2018-05-26,"c55","0",15.1364270833333,5,2018,"WTF",6
"352",2018-05-26,"c55","100",14.9611041666667,5,2018,"WTF",6
"353",2018-05-26,"c55","118",14.8208854166667,5,2018,"WTF",6
"354",2018-05-26,"c55","21",14.9635520833333,5,2018,"WTF",6
"355",2018-05-26,"c55","39",14.7772708333333,5,2018,"WTF",6
"356",2018-05-26,"c55","58",14.91753125,5,2018,"WTF",6
"357",2018-05-26,"c55","82",14.7662604166667,5,2018,"WTF",6
"358",2018-05-26,"towr","0",15.58778125,5,2018,"WTF",6
"359",2018-05-26,"towr","118",15.1755416666667,5,2018,"WTF",6
"360",2018-05-26,"towr","19",15.6341458333333,5,2018,"WTF",6
"361",2018-05-26,"towr","37",15.4738125,5,2018,"WTF",6
"362",2018-05-26,"towr","59",15.30446875,5,2018,"WTF",6
"363",2018-05-26,"towr","83",15.2044479166667,5,2018,"WTF",6
"364",2018-05-26,"towr","99",15.23075,5,2018,"WTF",6
"365",2018-05-27,"c55","0",15.11209375,5,2018,"WTF",6
"366",2018-05-27,"c55","100",14.95446875,5,2018,"WTF",6
"367",2018-05-27,"c55","118",14.82821875,5,2018,"WTF",6
"368",2018-05-27,"c55","21",14.94078125,5,2018,"WTF",6
"369",2018-05-27,"c55","39",14.7616458333333,5,2018,"WTF",6
"370",2018-05-27,"c55","58",14.8646979166667,5,2018,"WTF",6
"371",2018-05-27,"c55","82",14.6678854166667,5,2018,"WTF",6
"372",2018-05-27,"towr","0",15.78590625,5,2018,"WTF",6
"373",2018-05-27,"towr","118",15.5320625,5,2018,"WTF",6
"374",2018-05-27,"towr","19",15.8432916666667,5,2018,"WTF",6
"375",2018-05-27,"towr","37",15.71825,5,2018,"WTF",6
"376",2018-05-27,"towr","59",15.6283229166667,5,2018,"WTF",6
"377",2018-05-27,"towr","83",15.5300625,5,2018,"WTF",6
"378",2018-05-27,"towr","99",15.59296875,5,2018,"WTF",6
"379",2018-05-28,"c55","0",15.0053125,5,2018,"WTF",6
"380",2018-05-28,"c55","100",14.86875,5,2018,"WTF",6
